"batch_id","event_type","payload","batch_created_at"
"manual__2025-04-18T12:40:35.936333+00:00","store_event","{""created_at"": ""2025-04-18 12:16:37"", ""name"": ""ANacSmBI"", ""tax_id"": 619983581664, ""status"": ""active""}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","store_event","{""created_at"": ""2025-04-18 12:10:37"", ""name"": ""aiaTkg"", ""tax_id"": 332032132208, ""status"": ""active""}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","product_event","{""created_at"": ""2025-04-18 11:52:37"", ""name"": ""EUohu""}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","product_event","{""created_at"": ""2025-04-18 12:01:37"", ""name"": ""Dgogwjg""}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:30:37"", ""user_id"": 2814}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:30:37"", ""user_id"": 3799}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 11:56:37"", ""user_id"": 7300}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:29:37"", ""user_id"": 573}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:26:37"", ""user_id"": 8589}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:28:37"", ""user_id"": 3399}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:00:37"", ""user_id"": 3654}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:17:37"", ""user_id"": 2362}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 12:25:37"", ""user_id"": 570}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","order_event","{""created_at"": ""2025-04-18 11:50:37"", ""user_id"": 7306}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:46:37"", ""order_id"": 13390, ""store_id"": 75, ""product_id"": 540, ""quantity"": 1}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:40:37"", ""order_id"": 5650, ""store_id"": 7597, ""product_id"": 856, ""quantity"": 10}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:16:37"", ""order_id"": 9813, ""store_id"": 9566, ""product_id"": 9, ""quantity"": 3}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:45:37"", ""order_id"": 9840, ""store_id"": 10824, ""product_id"": 643, ""quantity"": 9}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:04:37"", ""order_id"": 9840, ""store_id"": 13214, ""product_id"": 494, ""quantity"": 7}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:14:37"", ""order_id"": 9840, ""store_id"": 8999, ""product_id"": 661, ""quantity"": 10}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:57:37"", ""order_id"": 7898, ""store_id"": 13702, ""product_id"": 758, ""quantity"": 8}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:10:37"", ""order_id"": 5295, ""store_id"": 10372, ""product_id"": 290, ""quantity"": 10}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:42:37"", ""order_id"": 5295, ""store_id"": 10415, ""product_id"": 468, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:56:37"", ""order_id"": 697, ""store_id"": 11802, ""product_id"": 264, ""quantity"": 10}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:03:37"", ""order_id"": 697, ""store_id"": 7145, ""product_id"": 102, ""quantity"": 8}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:57:37"", ""order_id"": 697, ""store_id"": 4114, ""product_id"": 264, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:52:37"", ""order_id"": 10843, ""store_id"": 13847, ""product_id"": 272, ""quantity"": 6}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:58:37"", ""order_id"": 10843, ""store_id"": 9671, ""product_id"": 59, ""quantity"": 7}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:38:37"", ""order_id"": 8847, ""store_id"": 7879, ""product_id"": 819, ""quantity"": 9}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:28:37"", ""order_id"": 8847, ""store_id"": 3722, ""product_id"": 94, ""quantity"": 7}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:05:37"", ""order_id"": 8847, ""store_id"": 2246, ""product_id"": 776, ""quantity"": 6}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:42:37"", ""order_id"": 11352, ""store_id"": 275, ""product_id"": 862, ""quantity"": 8}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:21:37"", ""order_id"": 11352, ""store_id"": 12473, ""product_id"": 114, ""quantity"": 8}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:51:37"", ""order_id"": 9101, ""store_id"": 13589, ""product_id"": 484, ""quantity"": 6}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:15:37"", ""order_id"": 1555, ""store_id"": 13724, ""product_id"": 860, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:47:37"", ""order_id"": 1555, ""store_id"": 3609, ""product_id"": 927, ""quantity"": 6}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:31:37"", ""order_id"": 1555, ""store_id"": 8130, ""product_id"": 918, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:50:37"", ""order_id"": 9367, ""store_id"": 7472, ""product_id"": 723, ""quantity"": 8}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:45:37"", ""order_id"": 9367, ""store_id"": 9881, ""product_id"": 964, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:27:37"", ""order_id"": 8949, ""store_id"": 1788, ""product_id"": 383, ""quantity"": 6}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:08:37"", ""order_id"": 11255, ""store_id"": 5140, ""product_id"": 291, ""quantity"": 10}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:58:37"", ""order_id"": 3538, ""store_id"": 11617, ""product_id"": 453, ""quantity"": 3}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:17:37"", ""order_id"": 1900, ""store_id"": 3593, ""product_id"": 384, ""quantity"": 5}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:26:37"", ""order_id"": 1900, ""store_id"": 10780, ""product_id"": 947, ""quantity"": 1}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:39:37"", ""order_id"": 1900, ""store_id"": 7134, ""product_id"": 227, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:54:37"", ""order_id"": 3678, ""store_id"": 384, ""product_id"": 872, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 11:54:37"", ""order_id"": 13853, ""store_id"": 5528, ""product_id"": 631, ""quantity"": 4}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:25:37"", ""order_id"": 8079, ""store_id"": 8039, ""product_id"": 584, ""quantity"": 10}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:35:37"", ""order_id"": 2847, ""store_id"": 11375, ""product_id"": 776, ""quantity"": 2}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:40:37"", ""order_id"": 2847, ""store_id"": 9049, ""product_id"": 82, ""quantity"": 3}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:06:37"", ""order_id"": 2847, ""store_id"": 1117, ""product_id"": 245, ""quantity"": 8}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:15:37"", ""order_id"": 8357, ""store_id"": 9060, ""product_id"": 853, ""quantity"": 3}","2025-04-18 12:40:37"
"manual__2025-04-18T12:40:35.936333+00:00","sales_event","{""sale_date"": ""2025-04-18 12:36:37"", ""order_id"": 8357, ""store_id"": 2286, ""product_id"": 811, ""quantity"": 2}","2025-04-18 12:40:37"
