"batch_id","event_type","payload","batch_created_at"
"scheduled__2025-04-18T12:00:00+00:00","store_event","{""created_at"": ""2025-04-19 07:58:40"", ""name"": ""fcVPMUxA"", ""tax_id"": 877381813027, ""status"": ""active""}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","store_event","{""created_at"": ""2025-04-19 07:37:40"", ""name"": ""ZPRgexafU"", ""tax_id"": 168600412030, ""status"": ""active""}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","product_event","{""created_at"": ""2025-04-19 07:44:40"", ""name"": ""JofzTtSfzU""}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","product_event","{""created_at"": ""2025-04-19 07:44:40"", ""name"": ""QIzvc""}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 07:46:40"", ""user_id"": 7627}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 07:48:40"", ""user_id"": 8890}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 07:46:40"", ""user_id"": 8477}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 08:05:40"", ""user_id"": 2217}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 08:14:40"", ""user_id"": 9234}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 08:22:40"", ""user_id"": 738}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 08:05:40"", ""user_id"": 4435}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 08:29:40"", ""user_id"": 8963}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 08:24:40"", ""user_id"": 4883}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","order_event","{""created_at"": ""2025-04-19 08:16:40"", ""user_id"": 9610}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:34:40"", ""order_id"": 8263, ""store_id"": 10280, ""product_id"": 249, ""quantity"": 10}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:05:40"", ""order_id"": 8263, ""store_id"": 230, ""product_id"": 475, ""quantity"": 10}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:29:40"", ""order_id"": 7334, ""store_id"": 6504, ""product_id"": 933, ""quantity"": 5}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:15:40"", ""order_id"": 7334, ""store_id"": 8352, ""product_id"": 550, ""quantity"": 2}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:02:40"", ""order_id"": 8589, ""store_id"": 1013, ""product_id"": 885, ""quantity"": 2}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:01:40"", ""order_id"": 8589, ""store_id"": 1130, ""product_id"": 699, ""quantity"": 10}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:12:40"", ""order_id"": 8589, ""store_id"": 8465, ""product_id"": 24, ""quantity"": 5}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 07:39:40"", ""order_id"": 7778, ""store_id"": 9105, ""product_id"": 102, ""quantity"": 5}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 07:45:40"", ""order_id"": 7778, ""store_id"": 6719, ""product_id"": 87, ""quantity"": 7}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:01:40"", ""order_id"": 7778, ""store_id"": 1100, ""product_id"": 732, ""quantity"": 4}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:33:40"", ""order_id"": 3169, ""store_id"": 572, ""product_id"": 804, ""quantity"": 1}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:06:40"", ""order_id"": 3169, ""store_id"": 11751, ""product_id"": 668, ""quantity"": 9}","2025-04-19 08:36:40"
"scheduled__2025-04-18T12:00:00+00:00","sales_event","{""sale_date"": ""2025-04-19 08:33:40"", ""order_id"": 3169, ""store_id"": 8535, ""product_id"": 423, ""quantity"": 7}","2025-04-19 08:36:40"
