"batch_id","event_type","payload","batch_created_at"
"manual__2025-04-18T13:12:35.833140+00:00","store_event","{""created_at"": ""2025-04-18 12:57:39"", ""name"": ""ImkfUzY"", ""tax_id"": 742947126801, ""status"": ""active""}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","store_event","{""created_at"": ""2025-04-18 12:52:39"", ""name"": ""FMugvHHuv"", ""tax_id"": 171690703110, ""status"": ""active""}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","product_event","{""created_at"": ""2025-04-18 12:20:39"", ""name"": ""QjCiVwLqOU""}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","product_event","{""created_at"": ""2025-04-18 13:05:39"", ""name"": ""BpnBRh""}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 12:45:39"", ""user_id"": 3862}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 12:43:39"", ""user_id"": 2835}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 12:37:39"", ""user_id"": 5184}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 12:33:39"", ""user_id"": 5588}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 13:04:39"", ""user_id"": 4861}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 12:32:39"", ""user_id"": 8845}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 13:01:39"", ""user_id"": 9583}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 13:06:39"", ""user_id"": 6859}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 12:50:39"", ""user_id"": 4800}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","order_event","{""created_at"": ""2025-04-18 12:58:39"", ""user_id"": 4852}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:15:39"", ""order_id"": 10941, ""store_id"": 814, ""product_id"": 661, ""quantity"": 9}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:43:39"", ""order_id"": 10941, ""store_id"": 7678, ""product_id"": 659, ""quantity"": 7}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 13:01:39"", ""order_id"": 4215, ""store_id"": 12335, ""product_id"": 622, ""quantity"": 8}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:18:39"", ""order_id"": 4215, ""store_id"": 79, ""product_id"": 279, ""quantity"": 10}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:25:39"", ""order_id"": 4215, ""store_id"": 6566, ""product_id"": 601, ""quantity"": 10}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 13:09:39"", ""order_id"": 3062, ""store_id"": 10467, ""product_id"": 570, ""quantity"": 9}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:42:39"", ""order_id"": 11966, ""store_id"": 9257, ""product_id"": 571, ""quantity"": 5}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:13:39"", ""order_id"": 11966, ""store_id"": 11641, ""product_id"": 671, ""quantity"": 6}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:24:39"", ""order_id"": 11966, ""store_id"": 8037, ""product_id"": 903, ""quantity"": 1}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 13:03:39"", ""order_id"": 7165, ""store_id"": 13283, ""product_id"": 357, ""quantity"": 8}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 13:02:39"", ""order_id"": 7165, ""store_id"": 14126, ""product_id"": 581, ""quantity"": 5}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:38:39"", ""order_id"": 10260, ""store_id"": 13832, ""product_id"": 384, ""quantity"": 4}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 13:04:39"", ""order_id"": 8887, ""store_id"": 10593, ""product_id"": 145, ""quantity"": 3}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:29:39"", ""order_id"": 8887, ""store_id"": 2207, ""product_id"": 852, ""quantity"": 4}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 13:06:39"", ""order_id"": 8887, ""store_id"": 6236, ""product_id"": 49, ""quantity"": 9}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:50:39"", ""order_id"": 2987, ""store_id"": 9780, ""product_id"": 875, ""quantity"": 3}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:14:39"", ""order_id"": 2987, ""store_id"": 2145, ""product_id"": 282, ""quantity"": 7}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:25:39"", ""order_id"": 2987, ""store_id"": 4077, ""product_id"": 186, ""quantity"": 1}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:55:39"", ""order_id"": 5726, ""store_id"": 11541, ""product_id"": 779, ""quantity"": 4}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:31:39"", ""order_id"": 5726, ""store_id"": 10661, ""product_id"": 752, ""quantity"": 4}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:29:39"", ""order_id"": 5726, ""store_id"": 4469, ""product_id"": 235, ""quantity"": 9}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:42:39"", ""order_id"": 14295, ""store_id"": 3780, ""product_id"": 641, ""quantity"": 4}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:51:39"", ""order_id"": 14295, ""store_id"": 11772, ""product_id"": 509, ""quantity"": 8}","2025-04-18 13:12:39"
"manual__2025-04-18T13:12:35.833140+00:00","sales_event","{""sale_date"": ""2025-04-18 12:23:39"", ""order_id"": 7903, ""store_id"": 1780, ""product_id"": 714, ""quantity"": 9}","2025-04-18 13:12:39"
