"batch_id","event_type","payload","batch_created_at"
"scheduled__2025-04-20T12:20:00+00:00","store_event","{""created_at"": ""2025-04-20 12:41:01"", ""name"": ""kDQJQqci"", ""tax_id"": 356267754556, ""status"": ""active""}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","store_event","{""created_at"": ""2025-04-20 12:36:01"", ""name"": ""YjlRjs"", ""tax_id"": 227970127961, ""status"": ""active""}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","product_event","{""created_at"": ""2025-04-20 13:05:01"", ""name"": ""pXPITlzWR"", ""price"": 164.96}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","product_event","{""created_at"": ""2025-04-20 12:56:01"", ""name"": ""AKEIYNQ"", ""price"": 62.07}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 12:57:01"", ""user_id"": 6163}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 12:58:01"", ""user_id"": 173}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 13:19:01"", ""user_id"": 1194}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 12:53:01"", ""user_id"": 6347}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 12:38:01"", ""user_id"": 3830}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 12:40:01"", ""user_id"": 5172}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 12:25:01"", ""user_id"": 7362}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 13:13:01"", ""user_id"": 6491}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 13:14:01"", ""user_id"": 3779}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","order_event","{""created_at"": ""2025-04-20 12:29:01"", ""user_id"": 8048}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","sales_event","{""sale_date"": ""2025-04-20 12:36:01"", ""order_id"": 9693, ""store_id"": 77, ""product_id"": 133, ""quantity"": 7}","2025-04-20 13:20:01"
"scheduled__2025-04-20T12:20:00+00:00","sales_event","{""sale_date"": ""2025-04-20 12:58:01"", ""order_id"": 9693, ""store_id"": 86, ""product_id"": 670, ""quantity"": 3}","2025-04-20 13:20:01"
