"batch_id","event_type","payload","batch_created_at"
"scheduled__2025-04-20T16:20:00+00:00","store_event","{""created_at"": ""2025-04-20 16:54:00"", ""name"": ""zrtAn"", ""tax_id"": 759049231296, ""status"": ""active""}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","store_event","{""created_at"": ""2025-04-20 16:51:00"", ""name"": ""gFdVYTPV"", ""tax_id"": 674105325744, ""status"": ""active""}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","product_event","{""created_at"": ""2025-04-20 16:36:00"", ""name"": ""ZCXyL"", ""price"": 240.37}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","product_event","{""created_at"": ""2025-04-20 16:41:00"", ""name"": ""sVNWTyJm"", ""price"": 456.54}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 16:50:00"", ""user_id"": 2210}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 16:49:00"", ""user_id"": 8904}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 16:22:00"", ""user_id"": 8116}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 16:42:00"", ""user_id"": 1762}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 17:13:00"", ""user_id"": 2653}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 16:32:00"", ""user_id"": 6560}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 17:16:00"", ""user_id"": 7036}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 16:43:00"", ""user_id"": 4405}","2025-04-20 17:20:01"
"scheduled__2025-04-20T16:20:00+00:00","order_event","{""created_at"": ""2025-04-20 17:06:00"", ""user_id"": 7739}","2025-04-20 17:20:01"
