batch_id,event_type,payload,batch_created_at
some_id,store_event,"{'created_at': '2025-04-13 14:16:20', 'name': 'hkYlFFzo', 'tax_id': 699047193702, 'status': 'active'}",2025-04-13 14:44:21
some_id,store_event,"{'created_at': '2025-04-13 14:28:20', 'name': 'tcgsbbuxuM', 'tax_id': 875717847395, 'status': 'active'}",2025-04-13 14:44:21
some_id,product_event,"{'created_at': '2025-04-13 14:01:20', 'name': 'ptIzyVjxHM', 'tax_id': 466363669203, 'status': 'active'}",2025-04-13 14:44:21
some_id,product_event,"{'created_at': '2025-04-13 13:45:20', 'name': 'BhkEwmDXi', 'tax_id': 210971843754, 'status': 'active'}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 13:46:20', 'user_id': 96}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 14:08:20', 'user_id': 8107}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 14:25:20', 'user_id': 4783}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 13:51:20', 'user_id': 8722}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 14:20:20', 'user_id': 5102}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 14:14:20', 'user_id': 4791}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 14:06:20', 'user_id': 3584}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 13:51:20', 'user_id': 3490}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 14:27:20', 'user_id': 1276}",2025-04-13 14:44:21
some_id,order_event,"{'created_at': '2025-04-13 14:40:20', 'user_id': 3679}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:25:21', 'order_id': 8526, 'store_id': 10171, 'product_id': 626, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 13:59:21', 'order_id': 8526, 'store_id': 13582, 'product_id': 462, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 13:45:21', 'order_id': 3699, 'store_id': 11540, 'product_id': 600, 'quantity': 3}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:01:21', 'order_id': 3699, 'store_id': 14093, 'product_id': 793, 'quantity': 1}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:34:21', 'order_id': 3699, 'store_id': 10631, 'product_id': 468, 'quantity': 5}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:06:21', 'order_id': 12132, 'store_id': 13554, 'product_id': 289, 'quantity': 7}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:26:21', 'order_id': 12132, 'store_id': 126, 'product_id': 927, 'quantity': 3}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:03:21', 'order_id': 5015, 'store_id': 12922, 'product_id': 557, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:25:21', 'order_id': 2296, 'store_id': 11269, 'product_id': 845, 'quantity': 6}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:22:21', 'order_id': 2296, 'store_id': 6567, 'product_id': 573, 'quantity': 5}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 13:45:21', 'order_id': 10818, 'store_id': 13288, 'product_id': 670, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:06:21', 'order_id': 10818, 'store_id': 774, 'product_id': 944, 'quantity': 1}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:14:21', 'order_id': 9128, 'store_id': 9542, 'product_id': 27, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:07:21', 'order_id': 9128, 'store_id': 11685, 'product_id': 670, 'quantity': 6}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:13:21', 'order_id': 9128, 'store_id': 3605, 'product_id': 813, 'quantity': 8}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:43:21', 'order_id': 1, 'store_id': 894, 'product_id': 25, 'quantity': 2}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:30:21', 'order_id': 1, 'store_id': 13992, 'product_id': 24, 'quantity': 6}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:25:21', 'order_id': 1, 'store_id': 1779, 'product_id': 153, 'quantity': 6}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:34:21', 'order_id': 10742, 'store_id': 6581, 'product_id': 940, 'quantity': 2}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:35:21', 'order_id': 10742, 'store_id': 2005, 'product_id': 629, 'quantity': 10}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:37:21', 'order_id': 3574, 'store_id': 3726, 'product_id': 9, 'quantity': 10}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:25:21', 'order_id': 3574, 'store_id': 12054, 'product_id': 206, 'quantity': 7}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:09:21', 'order_id': 11864, 'store_id': 11017, 'product_id': 805, 'quantity': 9}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:32:21', 'order_id': 11864, 'store_id': 1923, 'product_id': 362, 'quantity': 1}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:42:21', 'order_id': 6298, 'store_id': 2839, 'product_id': 587, 'quantity': 9}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:44:21', 'order_id': 2613, 'store_id': 13750, 'product_id': 33, 'quantity': 7}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:18:21', 'order_id': 2613, 'store_id': 10672, 'product_id': 363, 'quantity': 9}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:44:21', 'order_id': 2613, 'store_id': 10688, 'product_id': 367, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:15:21', 'order_id': 7693, 'store_id': 13346, 'product_id': 444, 'quantity': 10}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:02:21', 'order_id': 7693, 'store_id': 4827, 'product_id': 350, 'quantity': 3}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 13:47:21', 'order_id': 7693, 'store_id': 12022, 'product_id': 321, 'quantity': 10}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:24:21', 'order_id': 10896, 'store_id': 3662, 'product_id': 2, 'quantity': 9}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:09:21', 'order_id': 11754, 'store_id': 6008, 'product_id': 533, 'quantity': 1}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 13:45:21', 'order_id': 4566, 'store_id': 8356, 'product_id': 740, 'quantity': 1}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:29:21', 'order_id': 12487, 'store_id': 13279, 'product_id': 342, 'quantity': 8}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:07:21', 'order_id': 12487, 'store_id': 11051, 'product_id': 470, 'quantity': 7}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:40:21', 'order_id': 12487, 'store_id': 7736, 'product_id': 231, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:42:21', 'order_id': 8300, 'store_id': 12349, 'product_id': 45, 'quantity': 7}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:31:21', 'order_id': 12766, 'store_id': 7229, 'product_id': 107, 'quantity': 10}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:17:21', 'order_id': 12766, 'store_id': 9780, 'product_id': 624, 'quantity': 1}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:07:21', 'order_id': 14161, 'store_id': 4962, 'product_id': 808, 'quantity': 1}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:26:21', 'order_id': 14161, 'store_id': 1231, 'product_id': 862, 'quantity': 4}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:05:21', 'order_id': 14161, 'store_id': 4663, 'product_id': 53, 'quantity': 3}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:30:21', 'order_id': 8574, 'store_id': 13693, 'product_id': 167, 'quantity': 8}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:25:21', 'order_id': 8574, 'store_id': 13967, 'product_id': 466, 'quantity': 2}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:33:21', 'order_id': 33, 'store_id': 7258, 'product_id': 373, 'quantity': 7}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 13:56:21', 'order_id': 33, 'store_id': 7716, 'product_id': 745, 'quantity': 8}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:19:21', 'order_id': 13932, 'store_id': 4021, 'product_id': 388, 'quantity': 8}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 14:33:21', 'order_id': 13932, 'store_id': 5967, 'product_id': 348, 'quantity': 7}",2025-04-13 14:44:21
some_id,sales_event,"{'sale_date': '2025-04-13 13:54:21', 'order_id': 8765, 'store_id': 13471, 'product_id': 624, 'quantity': 4}",2025-04-13 14:44:21
